source_type,source_id,target_type,target_id,relationship,weight
customer,0006369d-2459-46f4-9e45-b22dc9963b47,device,0c418d7b-d3fe-4b0f-a713-3b5c16069a95,uses_device,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,device,1b80e327-33ed-4e58-8f73-911d75a81faf,uses_device,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,device,804273e1-0cff-4de0-8763-dae8350ae5dd,uses_device,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,device,a9dd54c1-d2ab-433d-955f-918bf1702979,uses_device,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,ip_address,02a0a09e-97a8-4583-8b0a-d62f1cac9f3a,uses_ip,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,ip_address,71cc4794-ecec-4e08-85ad-62e326707c83,uses_ip,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,ip_address,7af980da-e73e-43ce-843c-422651ad19ad,uses_ip,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,ip_address,cf313748-4c1e-405b-bd66-6174729030f7,uses_ip,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,ip_address,ef1fe93f-de25-4426-8057-be434e755e1a,uses_ip,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,payment_method,794d9ccf-6e37-4ed7-a693-ba41dae90b5f,uses_payment,1.0
customer,0006369d-2459-46f4-9e45-b22dc9963b47,payment_method,91d8dc09-b1f0-4fd9-9c29-83c7e8f8f87b,uses_payment,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,device,2616d177-db24-45a7-9ffc-abebc3ef3026,uses_device,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,device,37677f98-32be-465b-bb6d-21cf8a1f663a,uses_device,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,device,4b368779-ecfa-4ba0-ae5c-750783018a4c,uses_device,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,device,9902a124-845d-465f-86ed-14235c4d8fee,uses_device,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,device,a948926c-d811-43d1-a955-4d7ef0467372,uses_device,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,ip_address,35ec35cf-472c-4cfa-9247-50f71b369b48,uses_ip,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,ip_address,82022baf-fb54-4090-910e-6561b286ec31,uses_ip,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,ip_address,b5ade269-b10e-4b04-b9b1-0be9fd888d8b,uses_ip,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,ip_address,eded458f-ddc3-4f6b-9899-9f3c19799a11,uses_ip,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,ip_address,f12f6669-aa93-4ed6-a72c-9b114ec5a04c,uses_ip,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,payment_method,9d865c1d-54c5-4ecc-8608-f4ef9ba41161,uses_payment,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,payment_method,ce8aec62-88c4-4f41-9153-de343c01edf7,uses_payment,1.0
customer,00081df0-5c14-44dc-a8ca-0af4d0a801c1,payment_method,fe58ee43-47ca-4e10-b88b-60473324e0c3,uses_payment,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,device,59a0612f-2fd9-4036-b541-0e95fd3f1140,uses_device,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,device,769c4b45-e17f-49b0-a965-bdef1002b460,uses_device,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,device,77689efa-cfe5-4ded-81a9-4d80c9d0f6e5,uses_device,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,device,8838f6c2-0078-43bd-b29f-a8e4f3945b45,uses_device,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,ip_address,28780cea-059f-4544-a229-8b3965afbad6,uses_ip,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,ip_address,343897e0-91b6-4851-bf87-a958c07b53b6,uses_ip,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,ip_address,f02c7c00-9d41-4079-9851-d781973445cb,uses_ip,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,ip_address,f438b356-640d-4b27-aac0-743bd73276a8,uses_ip,1.0
customer,002ef1bb-6afe-4f13-a44f-65096a9327a4,payment_method,adc46bc4-a077-49ac-bf27-b719cebc6b6e,uses_payment,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,device,9902a124-845d-465f-86ed-14235c4d8fee,uses_device,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,device,a7e97fc5-6448-4d4c-adea-36b8dcc01efc,uses_device,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,device,b2e506fc-2c9a-41bb-92d1-fe540a212974,uses_device,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,ip_address,29c67e92-4c21-46c4-b531-c2ac1d4669ff,uses_ip,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,ip_address,39ce0dea-3905-4f16-8cd2-7a53a802f7fe,uses_ip,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,ip_address,4cd46bd2-cc40-461c-9680-c15c5f14f2da,uses_ip,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,ip_address,8c5692d0-747f-4154-a3f1-06d4b1e27ba1,uses_ip,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,payment_method,5ab710c7-f151-40f6-9d91-dcda916e523c,uses_payment,1.0
customer,00d2f624-6f67-4fa9-9a14-e78b88856759,payment_method,ee92ab03-b470-46fa-bb8b-1479ea33fda3,uses_payment,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,device,3684fc10-3735-45b3-8173-e3726bb49f19,uses_device,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,device,9ae6af06-bceb-4662-b0eb-1f17810a2f33,uses_device,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,ip_address,4006e5f8-105d-414a-af24-68db1cbd8f67,uses_ip,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,ip_address,c25ce493-0fd9-4ceb-a914-a04fba0e5507,uses_ip,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,ip_address,c78634f6-2555-419a-a316-7d6185c37779,uses_ip,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,ip_address,e15f6349-73d2-4d25-b235-623df658a118,uses_ip,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,payment_method,6de8d9c8-b297-4c91-a0e2-7655f9a8dae7,uses_payment,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,payment_method,b4793273-3a0a-4d1a-893d-f290e81d77e9,uses_payment,1.0
customer,00e91bdf-3043-40b6-8966-c1322cf10d0d,payment_method,fe00c004-e275-4e33-8d93-09a41c168bd8,uses_payment,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,device,4f1dd0bd-27ae-4d92-bc8e-55e8d6b89dac,uses_device,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,device,aa235fd7-6fa1-4f4c-80a4-b4ef3fa664c1,uses_device,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,09b18c5e-c681-4b49-b94c-0f5ff4096c6b,uses_ip,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,0f4f7639-0c6b-4262-b6ff-0fe6a952e194,uses_ip,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,4cad94e9-4753-4adf-8e8f-c092a4b4beed,uses_ip,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,5e102973-caa0-47aa-a30b-8a57a3ee9420,uses_ip,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,77c94ca7-5680-43b3-9d32-aef331b2bfd1,uses_ip,1.0
customer,010b8662-6aae-4c3a-8f65-04972053375c,ip_address,ed339afb-a64b-430c-ae49-5be22dd6aa7b,uses_ip,1.0
