transaction_id,merchant_id,customer_id,device_id,ip_id,pm_id,amount,currency,status,payment_method_type,created_at,is_abuse_ring,ring_id,is_fraudulent
f575ef95-f3a1-49fa-bb6a-c2916c9b9011,68ec4ee4-0eca-488c-b4b4-185dcc6b7329,ac95cd22-3845-4143-afe4-3faa35a0f019,0b1f20ce-6025-423e-8edf-0d837aae81da,b08e6d76-2d2a-4ba9-b9aa-2647d967061d,d573f913-7058-4650-8b0e-3634bd68e515,6719.52,INR,captured,card,2026-05-20 04:52:00,False,-1,False
8dc85765-2164-48ee-be46-e1a1bad8ad07,bfba3b1d-d004-4e58-8c3f-0188ac45a796,94fa5284-80fd-4e2a-a483-f0a98aea5571,4dd4c152-c9e9-4286-aae4-771510d497e0,03938cbd-9dc0-47bf-b890-d4586bb3f3e1,3906c76d-2bf7-41a3-b924-45dd02a9640f,1495.95,INR,captured,upi,2026-05-18 12:16:00,False,-1,False
3c4fc44e-3e63-45d1-9b9b-c918f5f2841a,295d76e0-01d0-4482-8598-bc0096b735e4,f2a62b98-eda9-47a3-9e4f-846225376bcd,ad64c192-c8fd-43ef-b139-00a7bf29608c,b6ef72ba-5a5e-4218-908d-5105a2f1fa2e,8d8554d3-a937-449e-93d4-bd2a8ef6cc97,65.14,INR,captured,card,2026-06-14 12:54:00,False,-1,False
fb1e0f52-3a42-4231-9a43-a13be38999c7,498d1792-a0c7-4fdf-98cc-7c3fc262e451,19ca991e-6196-4bb3-acb0-81bce7e2b7e6,3d1c2427-57b2-43b7-9bb0-888e136548c0,35e7f4ee-c3ef-4d1b-90c9-b9314b897e91,2c514ab6-3125-47b7-a028-c75b18063ebc,817.8,INR,captured,upi,2026-06-02 07:36:00,False,-1,False
c64fa8cd-a5fe-4b16-b40f-ce6ce2949cc5,295d76e0-01d0-4482-8598-bc0096b735e4,088452e8-d73d-4167-a73a-cddcb79200d2,9531b954-03df-433c-8acb-79dca665437e,72772d55-d361-4580-bca3-ee8d346057d8,cc8b2f72-548c-4786-9520-7dec1b3644ef,24.38,INR,captured,netbanking,2026-05-29 13:47:00,False,-1,False
58db8e71-09fe-4bdb-88ae-c64b8da89ac6,0816ddb7-0a24-49e6-8c0c-1096b189c746,a4868f40-4154-4eb2-aaf5-c48a0a66ef3f,74fd2802-5ce2-43db-b15a-62d2737980e9,549179f1-6a69-4d7e-9ae3-f628ee47348a,d6456cc3-3cd7-4c20-95d5-2a0447adaf38,1071.09,INR,captured,card,2026-05-13 19:36:00,False,-1,False
18fd01d1-07db-4ac4-9a98-6131989ff36f,bfba3b1d-d004-4e58-8c3f-0188ac45a796,5eb8d1a9-ed54-4ff8-aeb1-ec223dc34b24,b9921cab-b353-4fff-bd47-748eb470b709,a0b84f1c-a452-4098-ae37-88d778904104,66230648-60b9-443e-b7fc-b62b6c2d85d7,840.83,INR,captured,card,2026-06-13 15:14:00,False,-1,False
5717259a-1e1a-46ec-ba73-075f4d0dc356,68ec4ee4-0eca-488c-b4b4-185dcc6b7329,1f5e4bfb-0228-4789-8306-fa94f9f2261a,cf6085f1-1c10-4b32-bbf6-e5d46c55af89,88c171ce-4ece-4497-83ce-7d5454d1b750,83da4d0e-6c4e-44ba-a386-a4b6a6f5edd1,2479.45,INR,captured,card,2026-05-28 21:02:00,False,-1,False
3173163e-e873-415f-93e7-23b29be9b168,498d1792-a0c7-4fdf-98cc-7c3fc262e451,614faa48-6d6e-444b-bf25-e34c221e764c,19966578-5140-4380-8c88-8d512e05afa6,600da71d-20e7-477d-adbf-6d0562ffb002,33318e85-a117-4949-9ee5-b1977344ddc2,266.37,INR,captured,card,2026-06-14 16:05:00,False,-1,False
1ef4b1c3-c5e1-4d93-8f97-f5a218e81157,295d76e0-01d0-4482-8598-bc0096b735e4,a618213c-6249-4091-8afe-f622deca0314,ebde776d-3883-4d3c-902c-7e55ac028c47,90028c92-93d8-4751-b6af-84dcfc9814ab,bd1c2273-572f-427b-a13b-93385d474ea6,418.23,INR,captured,upi,2026-05-01 09:50:00,False,-1,False
