customer_id,merchant_id,email_hash,phone_hash,is_abuse_ring,ring_id
2015fa8c-4ea8-479b-97a7-6eaaeb8396dc,7db5c50a-5c02-4939-856f-bb8c026eaa10,80a52d1c22a73a4c,5180f4eb7a2988a7,False,-1
374a93ee-1242-4d33-8947-e8d459ec1270,bfba3b1d-d004-4e58-8c3f-0188ac45a796,9059b3e130186227,26f2a3f2351a91cd,False,-1
659783b5-00f7-4378-9747-986bd128c9cb,0816ddb7-0a24-49e6-8c0c-1096b189c746,1f77680cbd138900,a2a1b8c490f93880,False,-1
0bb1b0a8-6451-4d9f-8111-71d034848839,f5d91d50-ca67-4a68-aedd-8da3c715f30c,4411adb7733b6527,7584ab60a3a07268,False,-1
1a5071ea-1884-4c41-b6c0-a613c6930376,295d76e0-01d0-4482-8598-bc0096b735e4,fe6e692d0d2e006d,63b3cce7f014aae2,False,-1
2360f1ad-668c-49b3-bd94-35f97e73dc75,9bae5d63-fcab-4da4-902b-e3a1f43d596f,d64c28e773dd2d4f,a721cec7c4b812be,False,-1
96611abc-45d0-401a-a2a7-df490ef11ef2,68ec4ee4-0eca-488c-b4b4-185dcc6b7329,e196c35bca763745,d234097be62d1f09,False,-1
c53e5918-d967-4a17-b627-84502732eced,ccb3156b-7143-42a3-841a-e74cc0013638,e43170fc0be902e0,d15696f3371deff5,False,-1
ad467855-dc96-42d6-b59d-479424f99b26,ccb3156b-7143-42a3-841a-e74cc0013638,a3ec5c7660a43e13,b4a7b56526380455,False,-1
38158f59-afe3-4ef1-a48f-23e2f3125d5a,68ec4ee4-0eca-488c-b4b4-185dcc6b7329,a179401b462d23c7,623e78eacd691ecd,False,-1
3b4752f3-9dbb-497a-a5fb-d6c8247c4d21,7db5c50a-5c02-4939-856f-bb8c026eaa10,197ac1d984fae62c,7b7dcb1cf845baf7,False,-1
40247878-6c8f-4316-8acd-307fcf06eb51,7db5c50a-5c02-4939-856f-bb8c026eaa10,fdf2887365a3c6f2,03c6dca2dfc6b041,False,-1
d0514cdc-563e-470f-9e7d-e22760410816,f5d91d50-ca67-4a68-aedd-8da3c715f30c,29283fea154838f3,e21c5518a0a4a85c,False,-1
f113c58a-1e71-4053-bf44-d8893e298262,7db5c50a-5c02-4939-856f-bb8c026eaa10,26e0abf433cda59b,999ab46bb20e7cd9,False,-1
9ec6e267-a74e-4d0c-af13-bbc136b0d7db,ccb3156b-7143-42a3-841a-e74cc0013638,4f407ef31c1578ac,5dccf31f18dc18ed,False,-1
dc79cafa-81e8-47e7-b56c-78d200714451,bfba3b1d-d004-4e58-8c3f-0188ac45a796,5e32fffe3241d581,130e1b741f371ba3,False,-1
e517e46b-8c39-48dc-9135-1da00e7295ca,bfba3b1d-d004-4e58-8c3f-0188ac45a796,0984fce75b09f408,66b580f5a7a11295,False,-1
45922e2f-ae2c-46bf-8244-b3d1b2822d1a,9bae5d63-fcab-4da4-902b-e3a1f43d596f,93e81221b02a23b7,50df34ab46924e5c,False,-1
aae5c980-c955-4224-a9bf-a553a3330381,bfba3b1d-d004-4e58-8c3f-0188ac45a796,73f72be0e8436267,f474fda224689aeb,False,-1
58fd9874-0e15-4fdb-957f-eafba5eefdd5,0816ddb7-0a24-49e6-8c0c-1096b189c746,26f772741a19aac9,4388d691f2ee3d39,False,-1
e86a39ec-2d7d-46f5-ba78-0188141b431f,295d76e0-01d0-4482-8598-bc0096b735e4,a8988981f34c968f,7e42ebe24993af8a,False,-1
1bf0be25-025a-4dee-8f92-d1b703b02d42,ccb3156b-7143-42a3-841a-e74cc0013638,bcbabf7c3f3ff49a,2f00c62fc5f8d432,False,-1
cf003ff5-f988-45da-93e9-46dbf46fa990,bfba3b1d-d004-4e58-8c3f-0188ac45a796,5744f38428ef72ef,04cc249bb83d93b7,False,-1
916c6ae8-15aa-458e-91b7-fcc72cc641ce,7db5c50a-5c02-4939-856f-bb8c026eaa10,c7f699c97d693782,2b653fe54d232838,False,-1
e57b9795-6bfb-4e07-b0dc-1c2b6a080a83,7db5c50a-5c02-4939-856f-bb8c026eaa10,d4830c3e29c7c99e,e7c723e5166b478d,False,-1
b16d8428-efff-492f-a691-58e196f896b9,5b19305c-e7e0-4687-acab-fc073d2a9eee,89b345ff3eda6216,da5565ab42975297,False,-1
54ad0e93-3665-45bb-883c-c3fd47474b6a,ccb3156b-7143-42a3-841a-e74cc0013638,37f84a6a1d464565,eaf8bfbaace034f1,False,-1
0ed6970b-31fd-4f3e-80f5-124be4ffdd27,9bae5d63-fcab-4da4-902b-e3a1f43d596f,5abad1fe516df447,b0321c46081342ba,False,-1
5e7fefb7-f497-4eb8-8f89-f7fabc125097,0816ddb7-0a24-49e6-8c0c-1096b189c746,a91cb0fce6101f65,15340c9de8289091,False,-1
40ec4194-db23-4df5-9f44-eb9c04cf81ac,0816ddb7-0a24-49e6-8c0c-1096b189c746,a807937bc4411d65,2d0bb80726402caa,False,-1
f0034d62-d9d7-4f1e-a2de-c079ab091c01,295d76e0-01d0-4482-8598-bc0096b735e4,adebcc4760b0b2b7,fed30ce8b30ff4a4,False,-1
4e8496b7-351d-4827-a610-cbc501a0fe73,9bae5d63-fcab-4da4-902b-e3a1f43d596f,9d533d0cd8972b3f,fcf13ed6a1369c8f,False,-1
8ffc1eac-9544-4db9-8e92-e0540404e96b,bfba3b1d-d004-4e58-8c3f-0188ac45a796,83ad727c2f83ac2e,0bf7157102d3dc5f,False,-1
0b93425e-4831-4a19-b4c3-4d609ea9b6ed,295d76e0-01d0-4482-8598-bc0096b735e4,da81a4ac68190219,69a673dcd6d7c143,False,-1
d930b435-80a3-4fbf-8590-afd668ba2b42,5b19305c-e7e0-4687-acab-fc073d2a9eee,cd1f7e3a29d0b280,96f37212a812ee84,False,-1
2f7f9a79-33f6-4938-a2f2-1a6d666a63dd,0816ddb7-0a24-49e6-8c0c-1096b189c746,c53c0ab6120d2088,6cdce2f61632fbda,False,-1
730cf4e2-8a68-4094-9473-2ecb5e1d87ef,498d1792-a0c7-4fdf-98cc-7c3fc262e451,e9ba69ceb66a4af6,5ab42093cedee20d,False,-1
20f0679d-44bd-41b5-8eeb-554d39805dbd,7db5c50a-5c02-4939-856f-bb8c026eaa10,e47e0228bf964d2d,a6eeaa86542fa490,False,-1
e6b3adf0-4877-415c-9f1c-918c2df27e55,9bae5d63-fcab-4da4-902b-e3a1f43d596f,b379723c87038d3a,438258feeda2078b,False,-1
af038d52-f142-4417-a239-3b7e7737a330,0816ddb7-0a24-49e6-8c0c-1096b189c746,06b13503b0f870bd,34c96e50dfaf8ee3,False,-1
fada6070-4dc6-42fc-9f97-d83bd2d9f9ca,bfba3b1d-d004-4e58-8c3f-0188ac45a796,ef2792b78b328764,c3e2723407ec64ae,False,-1
8674adab-6981-43ca-a994-7e0a2a838fb0,68ec4ee4-0eca-488c-b4b4-185dcc6b7329,e5821b5f5d7e34b5,c79ddaac4a6fd2f0,False,-1
460d2ea1-e527-49b4-b24d-8c4605e58264,9bae5d63-fcab-4da4-902b-e3a1f43d596f,369fc6d465c852b0,3db9a872b0a44fbf,False,-1
